qid,year,subject,auto_tier,auto_best,expert_tier,expert_link,link_src,advantage,transform,weight,text_snippet
2025_P_70,2025,Economy,3,2024_P_27,,2024_P_27,auto,,,0.00,Consider the following statements about 'PM Surya Ghar Muft Bijli Yojana': I. It targets installation of one crore solar rooftop panels in the residen
2025_P_71,2025,History,3,2014_P_82,,2014_P_82,auto,,,0.00,"""Sedition has become my religion"" was the famous statement given by Gandhiji at the time of"
2025_P_72,2025,History,0,,,,auto,,,0.00,"The famous female figurine known as 'Dancing Girl', found at Mohenjo-daro, is made of"
2025_P_73,2025,History,3,2015_P_51,,2015_P_51,auto,,,0.00,Who provided legal defence to the people arrested in the aftermath of Chauri Chaura incident?
2025_P_74,2025,History,3,2020_P_27,,2020_P_27,auto,,,0.00,"Subsequent to which one of the following events, Gandhiji, who consistently opposed untouchability and appealed for its eradication from all spheres, "
2025_P_75,2025,History,0,,,,auto,,,0.00,Consider the following fruits : I. Papaya II. Pineapple III. Guava How many of the above were introduced in India by the Portuguese in the sixteenth a
2025_P_76,2025,Geography,3,2009_P_78,,2009_P_78,auto,,,0.00,Consider the following countries : I. United Kingdom II. Denmark III. New Zealand IV. Australia V. Brazil How many of the above countries have more th
2025_P_77,2025,Geography,0,,1,2018_P_29,expert,pattern,expert-verified-weak,3.86,"Consider the following statements : I. Anadyr in Siberia and Nome in Alaska are a few kilometers from each other, but when people are waking up and ge"
2025_P_78,2025,History,0,,,,auto,,,0.00,Who among the following was the founder of the 'Self-Respect Movement?
2025_P_79,2025,Geography,3,2010_P_46,,2010_P_46,auto,,,0.00,Consider the following pairs : Country Resource-rich in I. Botswana : Diamond II. Chile : Lithium III. Indonesia : Nickel In how many of the above row
2025_P_8,2025,Economy,1,2021_P_13,,2021_P_13,auto,,,0.00,Consider the following statements : I. India accounts for a very large portion of all equity option contracts traded globally thus exhibiting a great 
2025_P_80,2025,Geography,1,2022_P_88,,2022_P_88,auto,,,0.00,Consider the following pairs : Region Country I. Mallorca : Italy II. Normandy : Spain III. Sardinia : France In how many of the above rows is the giv
2025_P_81,2025,Science & Technology,3,2012_P_86,,2012_P_86,auto,,,0.00,Consider the following statements : Statement I: Some rare earth elements are used in the manufacture of flat television screens and computer monitors
2025_P_82,2025,Science & Technology,0,,1,2015_P_93,expert,pattern,expert-verified-weak,3.86,Consider the following statements : I. Indian Railways have prepared a National Rail Plan (NRP) to create a 'future ready' railway system by 2028. II.
2025_P_83,2025,Science & Technology,3,2023_P_56,1,2023_P_56,expert,pattern,weak-association,7.05,Consider the following space missions : I. Axiom-4 II. SpaDeX III. Gaganyaan How many of the space missions given above encourage and support micro-gr
2025_P_84,2025,Science & Technology,1,2023_P_56,,2023_P_56,auto,,,0.00,"With reference to India's defence, consider the following pairs : Aircraft type Description I. Dornier-228 : Maritime patrol aircraft II. IL-76 : Supe"
2025_P_85,2025,Science & Technology,1,2019_P_43,,2019_P_43,auto,,,0.00,Artificial way of causing rainfall to reduce air pollution makes use of
2025_P_86,2025,Polity,3,2019_P_45,,2019_P_45,auto,,,0.00,Consider the following statements with regard to pardoning power of the President of India : I. The exercise of this power by the President can be sub
2025_P_87,2025,Polity,3,2011_P_42,,2011_P_42,auto,,,0.00,"Consider the following statements : I. On the dissolution of the House of the People, the Speaker shall not vacate his/her office until immediately be"
2025_P_88,2025,Polity,3,2019_P_49,,2019_P_49,auto,,,0.00,Consider the following statements : I. If any question arises as to whether a Member of the House of the People has become subject to disqualification
2025_P_89,2025,Polity,1,2019_P_62,,2019_P_62,expert,,,0.00,"Consider the following statements : Statement I: In India, State Governments have no power for making rules for grant of concessions in respect of ext"
2025_P_9,2025,Geography,0,,,,auto,,,0.00,Consider the following statements : Statement I: Circular economy reduces the emissions of greenhouse gases. Statement II: Circular economy reduces th
2025_P_90,2025,Polity,2,2018_P_86,1,2018_P_86,expert,pattern,weak-association,1.00,Which organization has enacted the Nature Restoration Law (NRL) to tackle climate change and biodiversity loss?
2025_P_91,2025,Polity,3,2013_P_95,,2013_P_95,auto,,,0.00,Consider the following statements : I. Panchayats at the intermediate level exist in all States. II. To be eligible to be a Member of a Panchayat at t
2025_P_92,2025,Polity,1,2015_P_79,,2015_P_79,auto,,,0.00,Consider the following statements in respect of BIMSTEC : I. It is a regional organization consisting of seven member States till January 2025. II. It
2025_P_93,2025,Polity,3,2011_P_32,0,,expert,none,spurious,7.05,Who amongst the following are members of the Jury to select the recipient of 'Gandhi Peace Prize? I. The President of India II. The Prime Minister of 
2025_P_94,2025,Science & Technology,2,2023_P_57,2,2018_P_61,expert,conceptual,angle-shift,1.00,GPS-Aided Geo Augmented Navigation (GAGAN) uses a system of ground stations to provide necessary augmentation. Which of the following statements is/ar
2025_P_95,2025,Science & Technology,1,2019_P_89,,2019_P_89,auto,,,0.00,"Consider the following statements regarding AI Action Summit held in Grand Palais, Paris in February 2025 : I. Co-chaired with India, the event builds"
2025_P_96,2025,Polity,3,2006_P_47,,2006_P_47,auto,,,0.00,Consider the following pairs : I. International Year of the Woman Farmer : 2026 II. International Year of Sustainable and Resilient Tourism : 2027 III
2025_P_97,2025,Polity,1,2014_P_11,,2014_P_11,auto,,,0.00,Consider the following statements with regard to BRICS : I. 16th BRICS Summit was held under the Chairship of Russia in Kazan. II. Indonesia has becom
2025_P_98,2025,Polity,3,2012_P_10,,2012_P_10,auto,,,0.00,"Consider the following statements about Lokpal: I. The power of Lokpal applies to public servants of India, but not to the Indian public servants post"
2025_P_99,2025,Art & Culture,1,2023_P_96,,2023_P_96,auto,,,0.00,"Consider the following statements in respect of the first Kho Kho World Cup : I. The event was held in Delhi, India. II. Indian men beat Nepal with a "
2026_P_1,2026,Geography,3,2021_P_53,,2021_P_53,auto,,,0.00,"Consider the following assertion : In the Pleistocene period either the Yamuna once flowed into the Indus, or the Sutlej flowed into the Yamuna and on"
2026_P_10,2026,History,0,,1,2024_P_58,expert,pattern,expert-verified-weak,3.86,In which one among the following texts does the term kshetra-patni ('mistress of the field') originate ?
2026_P_100,2026,Polity,1,2009_P_77,,2009_P_77,expert,,,0.00,Which of the following countries are members of the European Union?  1. Belarus 2. Poland 3. Germany 4. Switzerland  Select the answer using the code 
2026_P_11,2026,Art & Culture,3,2014_P_83,,2014_P_83,auto,,,0.00,Which one of the following Carnatic music ragas is similar to Raga Bilawal in Hindustani music?
2026_P_12,2026,History,3,2022_P_2,,2022_P_2,auto,,,0.00,The artificially fixed rupee-sterling exchange rate prescribed by the Hilton-Young Commission (1926) was adopted by the British Government for which o
2026_P_13,2026,History,1,2023_P_46,1,2023_P_46,expert,pattern,weak-association,5.40,"Consider the following statements : I. Pali texts contain the first definite references to coins, e.g., kahapana, nikkha, kamsa, and kakanika. II. The"
2026_P_14,2026,Art & Culture,3,2019_P_11,2,2019_P_11,expert,conceptual,angle-shift,7.05,"Which of the following temples has/have a Nagara-style shikhara ?  1. Malegitti Shivalaya, Badami 2. Huchimalligudi Temple, Aihole 3. Dashavatara Temp"
2026_P_15,2026,History,0,,,,auto,,,0.00,"Among the four main forms of existence of life recognized in Jainism, which one of the following is not included ?"
2026_P_16,2026,Art & Culture,3,2010_P_54,2,2010_P_54,expert,elimination,mechanism-transfer,7.05,The Hallisalasya painting in the Bagh Caves represents :
2026_P_17,2026,History,3,2014_P_52,,2014_P_52,auto,,,0.00,Consider the following statements relating to the use of the place-value system in India : 1. The earliest epigraphic use of the place-value system in
2026_P_18,2026,History,1,2021_P_32,,2021_P_32,auto,,,0.00,Consider the following statements about the archaeological findings in Harappan towns : I. There is wide occurrence of spindle-whorls in the houses bu
2026_P_19,2026,History,4,2007_P_52,3,2018_P_69,expert,conceptual,entity-bridge,1.00,Which one of the following statements about the Eka Movement and Bardoli Satyagraha is correct ?
2026_P_2,2026,Art & Culture,3,2009_P_59,,2009_P_59,auto,,,0.00,What does an empty seat represent in early Buddhist iconography ?
2026_P_20,2026,History,1,2017_P_2,,2017_P_2,auto,,,0.00,Consider the following statements about the Rigvedic period : I. Irrigation from wells allowed agriculture to expand away from flood plains and strips
2026_P_21,2026,Geography,3,2008_P_84,,2008_P_84,auto,,,0.00,"Tungurahua Volcano, which was declared a Global Geopark by UNESCO in 2025, is situated in which one among the following countries ?"
2026_P_22,2026,Environment,3,2020_P_73,,2020_P_73,auto,,,0.00,"With reference to Madhav National Park, which of the following statements is/are correct ?  1. It was declared a Tiger Reserve in India in 2025. 2. Sa"
2026_P_23,2026,Geography,3,2010_P_19,2,2014_P_41,expert,conceptual,entity-bridge,7.05,"With reference to the climate of Andaman and Nicobar Islands, which of the following statements is/are correct ?  1. The climate can be defined as a h"
2026_P_24,2026,Geography,1,2011_P_96,,2011_P_96,auto,,,0.00,Which of the following geographical features or phenomena is/are associated with the Peninsular Block of India ?  1. Submergence of parts of the weste
2026_P_25,2026,Economy,1,2017_P_43,,2017_P_43,auto,,,0.00,Consider the following statements with reference to the Sagarmala Programme of the Government of India : I. The Sagarmala Programme seeks to achieve p
2026_P_26,2026,Environment,3,2016_P_90,,2016_P_90,auto,,,0.00,Consider the following statements about Rhynchostylis retusa (Foxtail orchid) :  1. It is an epiphytic orchid. 2. The species is endemic to North-east
2026_P_27,2026,Art & Culture,3,2024_P_60,,2024_P_60,auto,,,0.00,"Which one of the following statements with regard to the Moidams, built by the Tai-Ahom kingdom and inscribed as a World Heritage Site by UNESCO, is/a"
2026_P_28,2026,Environment,1,2010_P_55,,2010_P_55,auto,,,0.00,"At the United Nations Ocean Conference (UNOC) held in June, 2025 in France, the Food and Agricultural Organization (FAO) of the United Nations demonst"
2026_P_29,2026,Geography,3,2024_P_60,,2024_P_60,auto,,,0.00,Which of the following statements with reference to Lake Turkana is/are correct ? 1. It is the largest desert lake in the world. 2. The lake is situat
2026_P_3,2026,History,3,2009_P_85,,2009_P_85,auto,,,0.00,Which of the following pairs of ancient and modern names of rivers is/are correctly matched ? 1. Vitasta : Chenab 2. Asikni : Jhelum 3. Parushni : Rav
2026_P_30,2026,Environment,4,2015_P_74,2,2015_P_74,expert,elimination,entity-bridge,1.00,Which one of the following is the first Plan Vivo certified Reducing Emissions from Deforestation and Forest Degradation (REDD+) project in India ?
2026_P_31,2026,Environment,3,2011_P_14,,2011_P_14,auto,,,0.00,Consider the following statements with reference to India's response to climate change : I. India's Long-Term Low Emission Development Strategy (LT-LE
2026_P_32,2026,Environment,3,2011_P_78,,2011_P_78,auto,,,0.00,"With respect to the Western Hoolock Gibbons, which of the following statements is/are correct? 1. A Sanctuary in North-east India is home to this ape "
2026_P_33,2026,Environment,3,2011_P_75,,2011_P_75,auto,,,0.00,Which of the following best explain(s) the rationale for protecting mangrove ecosystems in the context of climate resilience? 1. Mangroves reduce tida
2026_P_34,2026,Economy,1,2021_P_8,,2021_P_8,auto,,,0.00,In what way(s) does the Vizhinjam International Seaport represent a structural shift in India's maritime trade and logistics policy? 1. By functioning
2026_P_35,2026,Geography,3,2017_P_30,,2017_P_30,auto,,,0.00,Identify the river of the Indian sub-continent on the basis of the following information : 1. It has an antecedent drainage system. 2. It flows throug
2026_P_36,2026,Geography,1,2007_P_44,2,2007_P_44,expert,conceptual,surface-echo,5.40,Which of the following with reference to Indian States is/are not correct ? 1. Uttar Pradesh shares its boundary with the highest number of other Indi
2026_P_37,2026,Environment,3,2012_P_95,,2012_P_95,auto,,,0.00,Which of the following statements with regard to the arrival of Amur Falcons at Doyang Lake in Nagaland each year from Mongolia is/are correct ? 1. It
2026_P_38,2026,Environment,3,2010_P_48,1,2010_P_48,expert,pattern,weak-association,7.05,Which among the following is/are the objective(s) of the Rainfed Area Development (RAD) initiative under the National Mission for Sustainable Agricult
